0,1,2,3,4,5,6,7,8,9,10
0.9900046084056606,1.0077704017012805,0.989306757726399,1.0109861755470015,1.0085501704278035,1.0005197722557906,0.9920801680617344,1.0111753550786493,0.992199449367587,0.9982211531239342,1
0.10410327090441648,0.12546042892690967,0.01842735410800471,-0.16053503151406684,0.2992594591515933,-0.14202467017048206,-0.006463112080927632,0.1707937491793625,-0.060926670156789396,-0.14524195210721985,1
0.8787154752828075,1.1387367976118918,0.9524539980428521,1.2653468110110402,1.3539819029064613,1.1064778261572892,1.171060775796173,1.1472604294238389,1.1099796284580552,1.1781237198843137,0
0.07308910018670421,-0.11798875148808627,0.06553496545683288,0.07956727993891158,0.0739741820186517,0.756367819386318,0.08925831239231376,0.6308024852791292,-0.07034421961423297,0.13366860759218113,1
1.2954627513907164,0.9275321366340303,1.0865690073264105,0.6301590807192348,0.945033109304176,0.9712990185477116,0.6883842325030252,1.2497143439526297,0.9226015272386868,0.8654785705846407,0
0.4752640500080954,0.039541557818861345,0.027957366814619976,-0.01901655227939757,0.04349938662117593,0.10539171664743208,0.020257597448353308,-0.016373660773703638,0.031398352865010595,-0.08128582383199942,1
0.6170604406079119,0.8564377521077561,1.4141447906497338,1.5161369784887389,0.07612132322567881,0.9817693884571084,0.7298868781286485,1.4765771126427103,0.9257827555052345,-0.4065489899935886,1
0.09657882791975941,0.2579299939832335,-0.1756238056551609,-0.020655625974981103,-0.14177787188896934,0.6481806681676229,0.16764978191035548,0.24602296782932087,-0.06345871937347757,0.0514848180973083,0
1.2967640858606846,0.9118459173701399,1.1956869569524216,0.7674190610758189,0.7803561887959173,0.7617783359887302,0.6951272070386609,0.6762442291797517,0.8651215306571569,1.0803822354008807,1
0.7043043117673171,0.009422657071726393,0.008633721068181013,0.00392003397065531,-0.015930981764914906,-0.009298351416896911,-0.023942679454325787,-0.009867117362582375,0.01455076003557363,-0.003571972764570823,1
1.0948753735001873,0.8945417504851246,0.9390089430079707,0.9213212077704146,0.9623853159895823,1.028361887440714,1.0567819458088596,0.885846833972698,0.17840440281794864,0.9595789490942955,1
0.030029916859508957,-0.018248500152545328,-0.0534715496890177,0.05689029481573134,0.03552612069461311,-0.05237867921549992,-0.059109118371520546,0.05714934463572507,-0.06073382194256576,0.027089026172356902,1
0.07831991578192303,1.1052124312679168,0.9027115639799711,0.9753809832656672,0.8956623202329665,1.023586278087112,1.1247948260918608,0.9320420850057237,0.873532433277875,1.0262063608588021,1
-0.00029098110699056007,0.003416611929464472,0.0029686764549873043,-0.0024776032063491657,-0.0033351590523590124,0.0008284103415031621,-0.0002879410148852531,-0.003390958950705608,0.0033114748387135105,-0.005192680366028841,1
0.8645278453780979,-0.27247741312379586,1.4097719283509593,0.6266263173488843,0.6320357607170575,0.9015833430243495,0.8120787599596637,0.6644355494696724,1.306707092924898,1.1655407436366976,1
